IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
176026481,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/26/2017,19:05,RICHMOND,NONE,100 Block of CLEMENT ST,-122.46067861315909,37.78305665929876,"(37.78305665929876, -122.46067861315909)",17602648106244
170541625,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,07/03/2017,21:35,NORTHERN,NONE,OFARRELL ST / LARKIN ST,-122.41790397756377,37.785167087551706,"(37.7851670875517, -122.41790397756375)",17054162507021
180216175,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,12/01/2017,00:01,MISSION,NONE,100 Block of LIBERTY ST,-122.42459769906168,37.757550767909116,"(37.757550767909116, -122.42459769906168)",18021617505073
171027519,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,12/20/2017,13:05,BAYVIEW,NONE,0 Block of FELTON ST,-122.40507883820801,37.729852252397656,"(37.729852252397656, -122.40507883820801)",17102751903014
170426594,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,05/24/2017,17:05,NORTHERN,"ARREST, BOOKED",GEARY BL / GOUGH ST,-122.42468870359129,37.78533396403064,"(37.78533396403063, -122.42468870359127)",17042659405014
170360055,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,04/27/2017,22:00,SOUTHERN,NONE,500 Block of 4TH ST,-122.39784956122983,37.779311707434566,"(37.77931170743457, -122.39784956122985)",17036005506303
170165350,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,02/24/2017,00:01,TARAVAL,NONE,300 Block of ARBALLO DR,-122.48306644123369,37.720831841020534,"(37.72083184102053, -122.48306644123367)",17016535006304
170812103,ASSAULT,BATTERY,Thursday,10/05/2017,07:53,NORTHERN,NONE,600 Block of TURK ST,-122.41982062806295,37.78200878060604,"(37.78200878060604, -122.41982062806295)",17081210304134
176064447,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,02/18/2017,03:00,MISSION,NONE,COLLINGWOOD ST / 20TH ST,-122.43581045540778,37.757622175760325,"(37.75762217576033, -122.43581045540776)",17606444706224
176191909,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,07/20/2017,01:50,TARAVAL,NONE,DORADO TR / OCEAN AV,-122.46120852061304,37.72495024876397,"(37.72495024876397, -122.46120852061303)",17619190906372
170434155,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,05/27/2017,07:43,SOUTHERN,NONE,600 Block of MARKET ST,-122.40165504043163,37.78890489459115,"(37.78890489459115, -122.40165504043166)",17043415528100
170187053,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,03/06/2017,15:00,MISSION,NONE,2200 Block of MARKET ST,-122.43195768519577,37.76493571896796,"(37.76493571896795, -122.43195768519577)",17018705306362
176336832,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/2017,15:30,TENDERLOIN,NONE,200 Block of MCALLISTER ST,-122.41657779244579,37.78061487615397,"(37.78061487615397, -122.4165777924458)",17633683206244
171029850,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,12/21/2017,10:40,TARAVAL,"ARREST, BOOKED",1000 Block of OCEAN AV,-122.45364594949392,37.723272551103314,"(37.72327255110331, -122.45364594949392)",17102985016010
170904421,ASSAULT,BATTERY WITH SERIOUS INJURIES,Sunday,11/05/2017,17:10,CENTRAL,"ARREST, BOOKED",2700 Block of TAYLOR ST,-122.41564282577595,37.8077624944954,"(37.8077624944954, -122.41564282577595)",17090442104136
170328859,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,04/21/2017,23:44,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 18TH ST,-122.41718044863458,37.761967421810226,"(37.76196742181023, -122.41718044863461)",17032885965016
170327049,VEHICLE THEFT,STOLEN TRUCK,Sunday,04/16/2017,15:00,NORTHERN,NONE,2100 Block of GREENWICH ST,-122.43505014811672,37.799000035363576,"(37.79900003536358, -122.43505014811672)",17032704907025
170723481,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,09/05/2017,00:05,NORTHERN,NONE,PINE ST / POLK ST,-122.4204972887897,37.78961881925497,"(37.78961881925497, -122.42049728878973)",17072348103074
176203968,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,07/30/2017,12:30,RICHMOND,NONE,300 Block of 29TH AV,-122.48929119750687,37.78273583512127,"(37.782735835121265, -122.48929119750689)",17620396806244
170309019,WARRANTS,WARRANT ARREST,Saturday,04/15/2017,11:29,MISSION,"ARREST, BOOKED",SHOTWELL ST / 21ST ST,-122.4156293324455,37.75723222791403,"(37.75723222791403, -122.4156293324455)",17030901963010
176080807,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,03/11/2017,20:30,SOUTHERN,NONE,MISSION ST / 10TH ST,-122.41591119887006,37.775272150137894,"(37.7752721501379, -122.41591119887006)",17608080728150
176185695,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,07/02/2017,01:47,BAYVIEW,NONE,1600 Block of TENNESSEE ST,-122.38849825163835,37.7508457084616,"(37.7508457084616, -122.38849825163837)",17618569506244
170240623,MISSING PERSON,FOUND PERSON,Friday,03/24/2017,00:57,PARK,NONE,1800 Block of FELL ST,-122.44834705621125,37.772736878929216,"(37.77273687892922, -122.44834705621123)",17024062375000
170554173,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Saturday,07/08/2017,13:00,CENTRAL,"ARREST, BOOKED",0 Block of BROADWAY ST,-122.39929569079511,37.79885919839204,"(37.79885919839204, -122.39929569079513)",17055417305014
170292408,NON-CRIMINAL,FOUND PROPERTY,Monday,04/10/2017,07:53,SOUTHERN,NONE,900 Block of NATOMA ST,-122.41556722131378,37.774033923051185,"(37.774033923051185, -122.41556722131378)",17029240872000
176090599,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,03/28/2017,10:00,NORTHERN,NONE,0 Block of SANCHEZ ST,-122.43134286440271,37.76845390729817,"(37.76845390729817, -122.43134286440271)",17609059906244
176241855,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,09/12/2017,18:00,INGLESIDE,NONE,0 Block of MAYNARD ST,-122.4295275896237,37.72927510404242,"(37.72927510404242, -122.4295275896237)",17624185506224
176282075,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,09/17/2017,18:00,CENTRAL,NONE,2100 Block of TAYLOR ST,-122.4145202357739,37.8021725258528,"(37.802172525852804, -122.4145202357739)",17628207506313
176308881,NON-CRIMINAL,LOST PROPERTY,Friday,11/24/2017,22:30,MISSION,NONE,2300 Block of MISSION ST,-122.41905886810274,37.759422750629646,"(37.75942275062966, -122.41905886810274)",17630888171000
170871983,NON-CRIMINAL,"AIDED CASE, DOG BITE",Wednesday,10/25/2017,09:30,CENTRAL,"ARREST, BOOKED",200 Block of JEFFERSON ST,-122.41665048206421,37.80816605335633,"(37.80816605335633, -122.41665048206421)",17087198364010
170436678,NON-CRIMINAL,AIDED CASE,Sunday,05/28/2017,02:00,TARAVAL,NONE,0 Block of ESTERO AV,-122.47074976723292,37.72348894460034,"(37.72348894460034, -122.47074976723292)",17043667851040
170020516,ASSAULT,THREATS AGAINST LIFE,Sunday,01/08/2017,12:35,PARK,NONE,200 Block of WOODSIDE AV,-122.45423990761292,37.745956295385604,"(37.7459562953856, -122.45423990761294)",17002051619057
170018793,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,01/07/2017,17:00,SOUTHERN,NONE,1800 Block of MARKET ST,-122.424336949139,37.771292378055975,"(37.771292378055975, -122.42433694913898)",17001879364085
170887996,OTHER OFFENSES,PROBATION VIOLATION,Monday,10/30/2017,19:00,NORTHERN,JUVENILE BOOKED,FILLMORE ST / OFARRELL ST,-122.43270697589176,37.78329094163623,"(37.783290941636224, -122.43270697589176)",17088799626170
170690664,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,08/24/2017,13:04,CENTRAL,NONE,1600 Block of LEAVENWORTH ST,-122.41672338894342,37.79636800573717,"(37.796368005737165, -122.41672338894342)",17069066428160
176081297,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,03/27/2017,17:00,RICHMOND,NONE,3400 Block of CLAY ST,-122.44966282346716,37.788695578615325,"(37.78869557861532, -122.44966282346716)",17608129706244
170925370,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,11/13/2017,13:10,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.4124473731242,37.77563367344303,"(37.775633673443025, -122.41244737312421)",17092537064070
170846594,NON-CRIMINAL,FOUND PROPERTY,Monday,10/16/2017,12:55,PARK,NONE,SCOTT ST / HAYES ST,-122.43613031282464,37.775205514978545,"(37.775205514978545, -122.43613031282463)",17084659472000
170198367,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,03/08/2017,13:45,INGLESIDE,NONE,0 Block of PHELAN AV,-122.45228966049213,37.72569335757029,"(37.725693357570286, -122.45228966049211)",17019836706243
170633755,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,08/04/2017,13:11,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.41838200860715,37.78325837709494,"(37.78325837709494, -122.41838200860717)",17063375516623
170674470,ASSAULT,THREATS AGAINST LIFE,Friday,08/18/2017,18:43,RICHMOND,NONE,3400 Block of CALIFORNIA ST,-122.4509420009402,37.78666903603654,"(37.78666903603654, -122.4509420009402)",17067447019057
160937034,"SEX OFFENSES, FORCIBLE","CHILD ABUSE, PORNOGRAPHY",Monday,03/13/2017,17:55,INGLESIDE,"ARREST, BOOKED",0 Block of NEWTON ST,-122.4388062815996,37.713960859796344,"(37.713960859796344, -122.43880628159962)",16093703415017
170089205,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,01/31/2017,09:40,CENTRAL,NONE,300 Block of BAY ST,-122.4128037530002,37.805773987569644,"(37.80577398756964, -122.41280375300019)",17008920506223
170539250,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,07/03/2017,02:27,MISSION,NONE,800 Block of ALABAMA ST,-122.41156959247976,37.75826491350408,"(37.75826491350408, -122.41156959247976)",17053925015040
170776872,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,09/22/2017,18:00,TARAVAL,NONE,2100 Block of 25TH AV,-122.482517152887,37.74740786011437,"(37.747407860114365, -122.48251715288701)",17077687206223
170267655,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/31/2017,22:30,TARAVAL,NONE,ASHTON AV / HOLLOWAY AV,-122.46226381558745,37.72169400255251,"(37.72169400255251, -122.46226381558746)",17026765507021
170988497,NON-CRIMINAL,FOUND PROPERTY,Wednesday,12/06/2017,15:00,CENTRAL,NONE,900 Block of NORTHPOINT ST,-122.42285771955805,37.805444041394416,"(37.805444041394416, -122.42285771955805)",17098849772000
170803259,"SEX OFFENSES, FORCIBLE",SODOMY (ADULT VICTIM),Monday,09/25/2017,02:00,MISSION,NONE,26TH ST / TREAT AV,-122.41269014230792,37.7493688284532,"(37.7493688284532, -122.41269014230794)",17080325914072
170829772,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,10/11/2017,01:55,BAYVIEW,"ARREST, BOOKED",900 Block of CONNECTICUT ST,-122.39708918386793,37.753598788032654,"(37.75359878803266, -122.39708918386793)",17082977215040
170927100,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,11/14/2017,03:35,SOUTHERN,NONE,800 Block of MARKET ST,-122.40669059226074,37.785207191841934,"(37.78520719184194, -122.40669059226074)",17092710028100
171021000,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Tuesday,08/29/2017,00:01,BAYVIEW,NONE,4900 Block of 3RD ST,-122.39097824842855,37.73358848077138,"(37.73358848077138, -122.39097824842854)",17102100009024
171032308,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,12/22/2017,04:00,TENDERLOIN,NONE,200 Block of JONES ST,-122.41243690186674,37.78348574556014,"(37.78348574556014, -122.41243690186674)",17103230804138
170080968,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,01/29/2017,18:04,MISSION,"ARREST, BOOKED",2600 Block of 23RD ST,-122.40596821808626,37.754361274669535,"(37.754361274669535, -122.40596821808626)",17008096865010
170204390,ASSAULT,BATTERY,Saturday,03/11/2017,17:00,MISSION,NONE,POTRERO AV / 24TH ST,-122.40633841268496,37.75300428772233,"(37.75300428772233, -122.40633841268497)",17020439004134
170952373,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,11/20/2017,15:00,TENDERLOIN,NONE,0 Block of TAYLOR ST,-122.41055128181021,37.78250255901025,"(37.78250255901025, -122.41055128181021)",17095237328160
170920643,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,11/01/2017,14:18,TENDERLOIN,"ARREST, BOOKED",100 Block of STOCKTON ST,-122.40642786236,37.787109454289954,"(37.787109454289954, -122.40642786235999)",17092064305053
170758109,ASSAULT,THREATS AGAINST LIFE,Friday,09/15/2017,01:30,MISSION,NONE,24TH ST / ALABAMA ST,-122.41096266475478,37.75268491961399,"(37.75268491961399, -122.41096266475476)",17075810919057
176032450,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,02/04/2017,16:00,MISSION,NONE,500 Block of ELIZABETH ST,-122.43307080900742,37.75210287020952,"(37.75210287020952, -122.4330708090074)",17603245028150
170139703,OTHER OFFENSES,FALSE PERSONATION,Friday,02/17/2017,15:00,RICHMOND,NONE,2900 Block of ANZA ST,-122.47978983073696,37.77843849266973,"(37.77843849266973, -122.47978983073696)",17013970309027
176305934,NON-CRIMINAL,LOST PROPERTY,Sunday,11/12/2017,14:00,INGLESIDE,NONE,SAN JOSE AV / DOLORES ST,-122.42394628036513,37.74064538252709,"(37.740645382527084, -122.42394628036513)",17630593471000
170337929,NON-CRIMINAL,FOUND PROPERTY,Tuesday,04/25/2017,06:55,BAYVIEW,NONE,300 Block of BARNEVELD AV,-122.40330744348,37.74255527063973,"(37.742555270639734, -122.40330744348)",17033792972000
170515727,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Saturday,06/24/2017,21:24,INGLESIDE,JUVENILE BOOKED,ATHENS ST / PERSIA AV,-122.42959737430051,37.720090997826816,"(37.720090997826816, -122.42959737430053)",17051572727130
170149865,WARRANTS,ENROUTE TO ADULT AUTHORITY,Tuesday,02/21/2017,19:08,MISSION,"ARREST, BOOKED",16TH ST / SAN BRUNO AV,-122.40558636165855,37.765902228645174,"(37.76590222864517, -122.40558636165855)",17014986562060
170155668,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Thursday,02/23/2017,18:58,PARK,NONE,FULTON ST / MASONIC AV,-122.4464726790052,37.77580159439119,"(37.77580159439119, -122.44647267900521)",17015566812030
170136903,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,02/16/2017,21:30,NORTHERN,NONE,1900 Block of JEFFERSON ST,-122.44463062942906,37.80447552072177,"(37.80447552072177, -122.44463062942903)",17013690328165
170924736,TRESPASS,TRESPASSING,Monday,11/13/2017,08:30,PARK,NONE,1900 Block of TURK ST,-122.44066604555692,37.77934721342268,"(37.779347213422675, -122.44066604555692)",17092473627195
170052945,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,01/19/2017,22:30,NORTHERN,NONE,1300 Block of VANNESS AV,-122.42173418983828,37.78829612755392,"(37.78829612755392, -122.4217341898383)",17005294564070
176154838,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,06/16/2017,19:00,INGLESIDE,NONE,100 Block of BACHE ST,-122.41752041066452,37.73375080916134,"(37.73375080916134, -122.41752041066452)",17615483806244
170522051,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,06/26/2017,19:00,MISSION,NONE,16TH ST / MISSION ST,-122.41967178029562,37.76505012146682,"(37.76505012146682, -122.41967178029562)",17052205106152
176186524,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,07/18/2017,19:00,RICHMOND,NONE,4100 Block of CLEMENT ST,-122.50363781311992,37.78120598875289,"(37.78120598875289, -122.50363781311992)",17618652406244
